"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,75.4798278808594,88.5578536987305,101.602233886719,131.719284057617,101.727638244629,82.8970336914062,75.5666427612305,94.828498840332,101.76838684082,70.2089385986328,79.1574325561523,67.1970367431641,91.309455871582,130.77555847168,96.3962936401367,60.7582778930664,112.140060424805,124.557846069336,0
"3",0,27.8533496856689,0,21.7455043792725,11.7965650558472,1.61993265151978,45.591854095459,18.287618637085,17.7666187286377,0,15.6761121749878,27.4029121398926,0,35.6847267150879,0,15.6353616714478,53.5517044067383,50.4805564880371,0,0
"4",0,4.9659538269043,10.0929689407349,21.3296642303467,2.03319096565247,6.98436260223389,0,27.2806835174561,47.1784400939941,18.768590927124,18.1992015838623,37.5978622436523,30.4406585693359,28.9783763885498,39.2833137512207,21.9916229248047,40.7931709289551,24.6900939941406,42.8468704223633,0
"5",0,1.16762161254883,19.0164222717285,10.35094165802,10.7336091995239,11.0186042785645,5.55898189544678,23.4404029846191,25.2914657592773,15.0100603103638,29.0329284667969,0,27.0367736816406,0,19.894868850708,0,22.7135066986084,6.90145826339722,13.4554433822632,0
"6",0,20.2134552001953,4.43959379196167,57.2832374572754,24.5475845336914,37.4697074890137,49.5928001403809,29.0138053894043,0,26.4227523803711,33.2143402099609,25.0022869110107,28.7098064422607,10.2350664138794,6.60481357574463,63.9543609619141,12.0105781555176,39.6317176818848,23.5706806182861,0
"7",0,27.1120014190674,45.8797073364258,0,9.59449768066406,22.6829853057861,55.5805053710938,24.0854396820068,5.02272605895996,24.1364555358887,38.2284202575684,25.4711627960205,1.25655591487885,24.0223979949951,0.115189015865326,15.6276941299438,36.7471542358398,27.9195690155029,12.4854078292847,0
"8",0,0,25.2568626403809,36.4824180603027,13.6948156356812,37.0771293640137,0,32.2215728759766,26.9844856262207,40.160083770752,30.9827327728271,3.87470126152039,22.1909408569336,29.8662929534912,11.3445777893066,2.45191979408264,11.5533971786499,29.333683013916,31.2842502593994,0
"9",0,57.0463752746582,59.4395408630371,9.31205558776855,60.4372329711914,19.1677780151367,27.0357933044434,17.2837791442871,42.5209426879883,0,28.471960067749,25.4411144256592,39.2466468811035,0,8.42538833618164,10.1658172607422,15.142126083374,43.8060836791992,0,0
"10",0,0,45.3791236877441,29.8147048950195,19.7423553466797,5.76714372634888,6.5942120552063,26.4183120727539,1.36862528324127,31.365894317627,31.6968059539795,0,30.9677486419678,45.4018669128418,45.2372436523438,18.9032688140869,34.6070098876953,19.3077697753906,53.4730339050293,0
"11",0,11.6319141387939,17.0406131744385,20.1384677886963,9.63605880737305,41.430534362793,39.2505226135254,32.3561782836914,6.42704105377197,35.6645698547363,27.6720905303955,31.4772052764893,44.6029090881348,0,63.2063064575195,6.07843637466431,30.721321105957,0,55.2664947509766,0
"12",0,0,53.4001617431641,44.8759765625,10.6357851028442,29.8143711090088,31.9968414306641,6.05071830749512,39.7555122375488,7.77848243713379,16.319637298584,69.7956771850586,17.2962169647217,57.0516014099121,18.5222415924072,6.37235879898071,18.0140533447266,16.152868270874,25.4747695922852,0
"13",0,14.0700883865356,13.7490482330322,16.9422760009766,10.0779390335083,0,27.6975040435791,29.4563770294189,41.4284210205078,73.5165176391602,54.1412696838379,0,43.6056327819824,22.3488750457764,5.39389419555664,7.1935772895813,6.26143789291382,0,15.4077138900757,0
"14",0,24.3926753997803,36.6447296142578,7.69185161590576,23.5407981872559,49.36474609375,15.9742193222046,18.6921882629395,30.1703815460205,0,20.9437465667725,18.4015045166016,19.7130069732666,0,13.333568572998,0.788076937198639,6.29849147796631,28.6439514160156,44.1717109680176,0
"15",0,34.328311920166,27.1901912689209,14.2101049423218,20.4177112579346,28.6514911651611,51.3381690979004,54.2595710754395,64.0103378295898,51.427562713623,45.2717094421387,10.2623605728149,27.4469814300537,31.7876567840576,38.0793647766113,35.3714637756348,27.0193691253662,40.6853637695312,25.3245487213135,0
"16",0,0,18.5159130096436,10.4166116714478,8.87779903411865,29.0844802856445,7.72664642333984,8.60335731506348,0,60.3947830200195,4.49621772766113,48.6484031677246,37.7495536804199,0,1.38455891609192,37.8586387634277,34.124568939209,51.882884979248,0,0
"17",0,32.6132431030273,2.07685017585754,37.2752838134766,14.4846858978271,51.5826187133789,22.2510929107666,27.7136459350586,46.9636383056641,15.9489059448242,9.03302192687988,10.4670219421387,16.4536399841309,38.366138458252,34.3549957275391,10.4692630767822,16.6707725524902,20.8108711242676,55.0016288757324,0
"18",0,24.4710826873779,20.3068180084229,34.1470108032227,35.8759765625,1.61887955665588,11.2308702468872,0,23.6979465484619,0,12.7485151290894,23.477331161499,26.9639015197754,14.3616027832031,0,40.2789306640625,20.6821365356445,51.7407188415527,10.3131580352783,0
"19",0,10.1231756210327,17.4496402740479,29.8251514434814,44.4064102172852,21.7027683258057,3.35501432418823,7.97819662094116,28.394947052002,50.668025970459,49.054500579834,42.3876724243164,12.4435892105103,75.6859664916992,54.0516624450684,23.8008460998535,16.6378288269043,20.146463394165,4.33524560928345,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
