"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"2",8,1.57079637050629,2.02391290664673,0.785398185253143,1.57079637050629,2.35619449615479,4.71238899230957,0.785398185253143,1.57079637050629,4.71238899230957,3.92699074745178,4.71238899230957,1.57079637050629,0.785398185253143,1.57079637050629,2.35619449615479,1.57079637050629,5.37237644195557,4.71238899230957,8
"3",8,8,3.14159274101257,5.84814882278442,4.71238899230957,3.64058303833008,4.71238899230957,5.49778699874878,0,8,3.14159274101257,8,5.24991369247437,4.71238899230957,3.92699074745178,8,5.49778699874878,0,8,8
"4",8,4.71238899230957,3.92699074745178,0,8,3.14159274101257,4.71238899230957,6.12789106369019,4.71238899230957,1.57079637050629,2.35619449615479,1.57079637050629,0,8,3.14159274101257,5.49778699874878,4.71238899230957,3.92699074745178,1.57079637050629,8
"5",8,8,3.14159274101257,4.71238899230957,1.57079637050629,0,5.49778699874878,0,8,3.14159274101257,4.57283735275269,4.68528032302856,5.49778699874878,4.71238899230957,3.92699074745178,0,8,3.14159274101257,8,8
"6",8,1.57079637050629,4.71238899230957,3.92699074745178,3.14159274101257,0.149330794811249,0,0.785398185253143,1.57079637050629,2.35619449615479,3.14159274101257,5.49778699874878,0,8,3.14159274101257,0.785398185253143,1.57079637050629,2.35619449615479,1.57079637050629,8
"7",8,0,8,3.14159274101257,2.4199321269989,5.49778699874878,4.71238899230957,1.57079637050629,4.71238899230957,1.57079637050629,1.82599544525146,0,0.785398185253143,1.57079637050629,2.41541576385498,3.92699074745178,3.14159274101257,4.78594493865967,4.71238899230957,8
"8",8,0.539635479450226,1.57079637050629,2.35619449615479,5.49778699874878,4.71238899230957,3.92699074745178,3.14159274101257,8,3.14159274101257,3.13632941246033,1.39043545722961,1.57079637050629,4.71238899230957,3.92699074745178,3.14159274101257,2.35619449615479,0,5.49778699874878,8
"9",8,0,8,3.14159274101257,0,8,3.14159274101257,3.05917525291443,1.57079637050629,5.49778699874878,4.71238899230957,3.92699074745178,0,8,3.14159274101257,5.49778699874878,5.16128873825073,4.71238899230957,3.92699074745178,8
"10",8,0.785398185253143,1.57079637050629,1.83340203762054,0.0930248200893402,1.57079637050629,1.75190138816833,2.35619449615479,5.43247175216675,0,8,3.14159274101257,0.785398185253143,5.49778699874878,4.71238899230957,0,0,8,3.14159274101257,8
"11",8,6.08680963516235,5.04670429229736,4.71238899230957,0.785398185253143,1.57079637050629,4.71238899230957,3.92699074745178,0,0.785398185253143,1.57079637050629,2.35619449615479,8,0,8,3.14159274101257,0.930456399917603,1.57079637050629,2.35619449615479,8
"12",8,3.44767904281616,0,5.49778699874878,4.71238899230957,3.92699074745178,8,3.14159274101257,1.15579783916473,1.57079637050629,2.35619449615479,4.71238899230957,3.92699074745178,4.71238899230957,1.57079637050629,0,5.49778699874878,4.71238899230957,3.92699074745178,8
"13",8,5.49778699874878,4.71238899230957,0,8,3.14159274101257,1.57079637050629,5.49778699874878,4.71238899230957,3.92699074745178,0,8,3.14159274101257,5.49778699874878,4.71238899230957,0.785398185253143,0,8,3.14159274101257,8
"14",8,0,8,3.14159274101257,1.57079637050629,2.35619449615479,3.14159274101257,6.01732206344604,4.71238899230957,3.27156567573547,0.661109805107117,1.57079637050629,1.88576257228851,0,8,3.14159274101257,0.785398185253143,1.57079637050629,2.35619449615479,8
"15",8,4.38392066955566,1.57079637050629,2.35619449615479,5.49778699874878,4.71238899230957,3.68639278411865,0,8,3.14159274101257,3.92699074745178,4.71238899230957,3.29425525665283,0.785398185253143,1.57079637050629,2.35619449615479,0,8,3.14159274101257,8
"16",8,3.14159274101257,3.14159274101257,8,0,8,3.14159274101257,0.785398185253143,1.57079637050629,2.35619449615479,3.14159274101257,4.71238899230957,3.15391302108765,4.71238899230957,4.20694971084595,0,0.785398185253143,1.57079637050629,5.49778699874878,8
"17",8,2.06970071792603,4.71238899230957,3.92699074745178,4.71238899230957,1.57079637050629,2.35619449615479,3.14159274101257,4.71238899230957,1.57079637050629,0,8,3.14159274101257,5.49778699874878,5.49778699874878,4.71238899230957,3.92699074745178,4.73002195358276,0,8
"18",8,0,8,3.14159274101257,8,3.14159274101257,1.57079637050629,0,8,5.49778699874878,4.71238899230957,1.57079637050629,5.49778699874878,4.71238899230957,0,8,3.14159274101257,4.71238899230957,3.92699074745178,8
"19",8,4.71238899230957,1.57079637050629,2.35619449615479,1.57079637050629,2.35619449615479,5.49778699874878,4.71238899230957,4.35292339324951,0,8,3.14159274101257,0,8,3.14159274101257,1.57079637050629,2.35619449615479,8,3.14159274101257,8
"20",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
